name,probability_female,frequency
Abisha,1,1.5224612572892392e-07
Abishai,0.12264150943396226,6.089845029156957e-07
Abishek,0,1.4362842049898484e-07
Abisola,1,2.8438427258799e-07
Abiud,0,1.7235410459878182e-08
Abiyah,0.7058823529411765,4.883366296965485e-08
Abla,1,3.1598252509776665e-08
Ablakat,1,2.2980547279837574e-08
Able,0,2.6111646846715445e-06
Abnel,0,1.7235410459878182e-08
Abner,0,2.1949295220654864e-05
Abney,0.6666666666666666,4.308852614969545e-08
Abony,1,1.2352044162912697e-07
Abou,0,1.9820722028859908e-07
Aboubacar,0,9.335847332434014e-07
Aboubakar,0,1.0341246275926908e-07
Abra,1,2.6284000951314224e-06
Abraam,0,1.3501071526904574e-07
Abraar,0,3.4470820919756364e-08
Abrah,1,1.0053989434928939e-07
Abraham,0.002340971503173817,0.000255233448363516
Abrahan,0,2.7375576947106512e-06
Abraheem,0,6.319650501955333e-08
Abrahem,0,1.1777530480916757e-07
Abrahim,0,1.6747073830181632e-06
Abrahm,0,1.9820722028859908e-06
Abram,0,4.708426880797721e-05
Abran,0,5.733646546319475e-06
Abranda,1,1.4362842049898485e-08
Abrar,0.523936170212766,2.160171444304732e-06
Abraxas,0.29411764705882354,4.883366296965485e-08
Abraya,1,1.4362842049898485e-08
Abrea,1,5.141897453863658e-07
Abreana,1,1.2639301003910666e-07
Abreanna,1,7.497403550047009e-07
Abree,1,1.6431091305083865e-06
Abreia,1,1.7235410459878182e-08
Abrem,0,1.4362842049898485e-08
Abren,0,3.1598252509776665e-08
Abreona,1,1.7235410459878182e-08
Abreonna,1,4.308852614969545e-08
Abrey,1,4.107772826270966e-07
Abreya,1,1.4362842049898485e-08
Abrham,0,3.619436196574418e-07
Abri,1,5.831313872258785e-07
Abria,1,2.3928494855130873e-06
Abriah,1,8.61770522993909e-08
Abrial,1,3.4758077760754333e-07
Abriam,0,1.4362842049898485e-08
Abrian,0.015822784810126583,9.077316175535841e-07
Abriana,1,6.879801341901374e-06
Abrianna,1,1.1404096587619396e-05
Abriannah,1,4.308852614969545e-08
Abrianne,1,4.308852614969545e-08
Abrie,1,7.755934706945182e-07
Abriel,0.6114965312190287,2.898421525669514e-06
Abriela,1,1.4650098890896453e-07
Abriele,1,1.4362842049898485e-08
Abriella,1,3.8061531432230984e-06
Abrielle,1,1.0591159727595143e-05
Abrien,0,7.755934706945182e-08
Abrienne,1,6.032393660957364e-08
Abrigail,1,7.468677865947211e-08
Abrihet,1,1.4362842049898485e-08
Abril,0.9993387992594551,2.1722362316266466e-05
Abrille,1,2.872568409979697e-08
Abrina,1,4.768463560566297e-07
Abrion,0,3.1598252509776665e-08
Abriona,1,5.745136819959394e-08
Abrionna,1,1.5511869413890364e-07
Abrish,1,1.780992414187412e-07
Abriya,1,8.33044838894112e-08
Abriyah,1,3.1598252509776665e-08
Abriyana,1,1.7235410459878182e-08
Abrom,0,1.7235410459878182e-08
Abron,0,7.29632376134843e-07
Abrum,0,1.4937355731894423e-07
Abry,1,3.734338932973606e-08
Abryana,1,5.228074506163048e-07
Abryanna,1,7.468677865947211e-07
Abryella,1,4.883366296965485e-08
Abryelle,1,9.19221891193503e-08
Abryl,1,4.0215957739715756e-08
Absalat,1,8.61770522993909e-08
Absalom,0,4.567383771867718e-07
Absalon,0,9.479475752932999e-08
Abshir,0,1.9820722028859908e-07
Absidy,1,4.883366296965485e-08
Abtin,0,1.7235410459878182e-08
Abu,0,1.1030662694322037e-06
Abubacar,0,4.0215957739715756e-08
Abubacarr,0,5.745136819959394e-08
Abubakar,0,1.7005604987079806e-06
Abubakarr,0,9.76673259393097e-08
Abubakary,0,2.872568409979697e-08
Abubaker,0,6.894164183951273e-08
Abubakr,0,1.0197617855427924e-06
Abuk,1,1.3788328367902546e-07
Abukar,0,9.479475752932999e-08
Abundio,0,5.831313872258785e-07
Aby,0.7894736842105263,7.641031970545993e-07
Abyade,1,2.872568409979697e-08
Abyan,0.25165562913907286,4.337578299069342e-07
Abygael,1,1.2352044162912697e-07
Abygail,1,7.38824595046778e-06
Abygaile,1,3.734338932973606e-08
Abygale,1,9.824183962130562e-07
Abygayle,1,4.0790471421711693e-07
Abyssinia,1,6.894164183951273e-08
Ac,0,3.418356407875839e-07
Acacia,1,1.0714680169224269e-05
Acacius,0,1.7235410459878182e-08
Acadia,1,2.283691885933859e-06
Acamas,0,3.1598252509776665e-08
Acari,0,7.468677865947211e-08
Acasia,1,3.447082091975636e-07
Accacia,1,7.468677865947211e-08
Accalia,1,2.3842317802831486e-07
Access,0,1.7235410459878182e-08
Accie,0,1.4362842049898485e-08
Accursio,0,1.4362842049898485e-08
Ace,0.0036572622779519333,2.7490479683505698e-05
Acea,0.06493506493506493,2.2118776756843665e-07
Acein,0,1.4362842049898485e-08
Aceion,0,4.0215957739715756e-08
Acel,0,1.953346518786194e-07
Acelee,1,1.4362842049898485e-08
Acelia,1,2.585311568981727e-08
Acelin,0.14615384615384616,3.7343389329736057e-07
Acelino,0,2.0107978869857878e-08
Acelyn,0.9587378640776699,1.183498184911635e-06
Acelynn,1,1.9820722028859908e-06
Acen,0,1.0053989434928938e-06
Acencion,0,7.755934706945182e-08
Aceon,0,9.479475752932999e-08
Acer,0,1.0341246275926908e-07
Aceson,0,6.693084395252694e-07
Aceston,0,1.7235410459878182e-08
Acesyn,0,9.479475752932999e-08
Aceton,0,1.8958951505865998e-07
Acey,0.05104408352668213,1.2380769847012493e-06
Aceyn,0,2.4129574643829455e-07
Aceyon,0,1.4362842049898485e-08
Achai,0,1.7235410459878182e-08
Achaia,1,1.780992414187412e-07
Achaius,0,1.4362842049898485e-08
Achan,1,1.4362842049898485e-08
Achante,1,1.0053989434928939e-07
Achanti,1,1.4362842049898485e-08
Achary,0,9.19221891193503e-08
Achazia,1,1.7235410459878182e-08
Achel,1,1.1203016798920817e-07
Acheron,0,1.6086383095886302e-07
Achille,0,1.0312520591827112e-06
Achilleas,0,1.4362842049898485e-08
Achilles,0,6.664358711152896e-06
Achilleus,0,1.4362842049898485e-08
Achillies,0,2.527860200782133e-07
Achim,0,1.4362842049898485e-08
Achintya,0,1.0053989434928939e-07
Achol,1,1.8958951505865998e-07
Achraf,0,2.872568409979697e-08
Achsa,1,3.4470820919756364e-08
Achsah,1,2.1544263074847726e-07
Achyut,0,1.666089677788224e-07
Achyuth,0,1.0341246275926908e-07
Acia,1,1.7235410459878182e-08
Aciano,0,1.4362842049898485e-08
Acie,0.023969319271332695,5.992177703217648e-06
Aciel,0,2.0107978869857878e-08
Acil,0,3.4470820919756364e-08
Acire,1,2.0395235710855847e-07
Ackeem,0,9.19221891193503e-08
Ackley,0.18518518518518517,7.755934706945182e-08
Acob,0,1.4362842049898485e-08
Acquanetta,1,7.29632376134843e-07
Acquanette,1,3.734338932973606e-08
Acsa,1,2.55658588488193e-07
Acura,1,7.468677865947211e-08
Acxel,0,6.262199133755739e-07
Acy,0.017921146953405017,8.014465863843353e-07
Ad,0,2.0969749392851788e-07
Ada,0.997077103272167,0.0002722304356453659
Adabel,1,7.468677865947211e-08
Adabella,1,4.366303983169139e-07
Adabelle,1,9.594378489332187e-07
Adacia,1,1.4362842049898485e-08
Adae,0.5,2.872568409979697e-08
Adael,0,6.779261447552084e-07
Adaela,1,1.4362842049898485e-08
Adaelyn,1,1.7235410459878182e-08
Adaeze,1,1.1978610269615335e-06
Adagio,0,4.0215957739715756e-08
Adah,1,9.545544826362532e-06
Adahir,0,1.6086383095886302e-07
Adahli,1,6.606907342953302e-08
Adahlia,1,3.0736481986782753e-07
Adahy,0,1.7235410459878182e-08
Adai,1,4.883366296965485e-08
Adaia,1,3.2747279873768543e-07
Adaiah,0.8338983050847457,8.474076809440105e-07
Adaija,1,9.76673259393097e-08
Adaijah,1,2.3555060961833514e-07
Adailyn,1,4.596109455967515e-08
Adain,0,9.048590491436045e-07
Adair,0.46392896781354054,7.76455241217512e-06
Adaira,1,4.711012192366703e-07
Adaire,1,1.2926557844908635e-07
Adairis,1,1.4362842049898485e-08
Adaisha,1,3.418356407875839e-07
Adaisia,1,2.0107978869857878e-08
Adaiya,1,1.7235410459878182e-08
Adaja,1,2.872568409979697e-07
Adajah,1,2.2118776756843665e-07
Adaku,1,2.0107978869857878e-08
Adal,0,9.220944596034826e-07
Adala,1,1.4362842049898485e-08
Adalade,1,1.4362842049898485e-08
Adalae,1,5.342977242562236e-07
Adalai,1,2.585311568981727e-07
Adalaide,1,6.72181007935249e-07
Adalay,1,3.877967353472591e-07
Adalaya,1,2.4129574643829455e-07
Adalayde,1,3.734338932973606e-08
Adalbert,0,2.700214305380915e-07
Adalberto,0,1.2748458603489894e-05
Adale,1,2.872568409979697e-08
Adalea,1,1.809718098287209e-07
Adaleah,1,2.527860200782133e-07
Adalee,1,5.811205893388927e-06
Adaleen,1,2.2406033597841634e-07
Adaleena,1,2.1544263074847726e-07
Adalei,1,3.9354187216721847e-07
Adaleia,1,3.1598252509776665e-08
Adaleigh,1,2.734685126300671e-06
Adaleine,1,3.4470820919756364e-08
Adalen,1,1.2639301003910666e-07
Adalena,1,1.0772131537423863e-06
Adalene,1,1.6143834464085897e-06
Adaley,1,5.946216608657973e-07
Adaleya,1,7.468677865947211e-08
Adaleyza,1,8.043191547943151e-08
Adalhi,1,1.4362842049898485e-08
Adali,0.948936170212766,1.3501071526904575e-06
Adalia,1,4.725375034416601e-06
Adaliah,1,3.676887564774012e-07
Adalicia,1,8.61770522993909e-08
Adalid,0.09482758620689655,3.332179355576448e-07
Adalida,1,2.815117041780103e-07
Adalie,1,3.8980753323424485e-06
Adaliene,1,5.170623137963454e-08
Adalin,1,8.962413439136654e-07
Adalina,1,3.2804731241968137e-06
Adalind,1,1.1978610269615335e-06
Adalinda,1,2.872568409979697e-08
Adaline,1,2.3422922814974447e-05
Adalinn,1,1.2639301003910666e-07
Adalinna,1,1.4362842049898485e-08
Adalinne,1,1.4362842049898485e-08
Adalis,1,5.457879978961423e-07
Adalisa,1,1.7235410459878182e-08
Adalise,1,1.6086383095886302e-07
Adalisse,1,1.4362842049898485e-08
Adalius,0,2.585311568981727e-08
Adaliyah,1,8.043191547943151e-08
Adaliz,1,8.445351125340309e-07
Adalize,1,1.7235410459878182e-08
Adallyn,1,8.33044838894112e-08
Adaly,1,1.5569320782089956e-06
Adalya,1,2.872568409979697e-08
Adalye,1,2.872568409979697e-08
Adalyn,1,5.046240925811333e-05
Adalyna,1,2.1257006233849757e-07
Adalynd,1,1.6086383095886302e-07
Adalyne,1,1.4276664997599093e-06
Adalynn,1,4.744333985922467e-05
Adalynna,1,1.4362842049898485e-08
Adalynne,1,2.0596315499554427e-06
Adalys,1,8.61770522993909e-08
Adalyse,1,1.7235410459878182e-08
Adam,0.003677030249871331,0.0015850947389004365
Adama,0.5934466019417476,2.36699636982327e-06
Adamae,1,3.1310995668778697e-07
Adamari,1,5.196476253653271e-06
Adamarie,1,3.9354187216721847e-07
Adamaris,1,8.307467841661282e-06
Adamariz,1,6.377101870154927e-07
Adamary,1,1.789610119417351e-06
Adamarys,1,5.917490924558175e-07
Adamina,1,5.745136819959394e-08
Adamjames,0,1.4362842049898485e-08
Adamm,0,1.7235410459878182e-08
Adamma,1,1.4362842049898485e-08
Adammichael,0,1.7235410459878182e-08
Adamo,0,3.1598252509776665e-08
Adams,0,2.984598577968905e-06
Adan,0.004139135718083086,7.564621650840533e-05
Adana,1,5.802588188158988e-07
Adaneli,1,3.1598252509776665e-08
Adanelly,1,8.043191547943151e-08
Adanely,1,2.700214305380915e-07
Adanna,1,1.4563921838597063e-06
Adannaya,1,8.61770522993909e-08
Adante,0,4.768463560566297e-07
Adanya,1,4.797189244666094e-07
Adaobi,1,1.1777530480916757e-07
Adaora,1,5.601508399460409e-07
Adar,0.33663366336633666,2.901294094079494e-07
Adara,1,5.0528478331542865e-06
Adarah,1,9.76673259393097e-08
Adari,0,1.4362842049898485e-08
Adaria,1,3.0161968304786815e-07
Adarian,0,6.290924817855536e-07
Adarien,0,5.745136819959394e-08
Adarion,0,1.0915759957922848e-07
Adarious,0,8.33044838894112e-08
Adarius,0,3.4786803444854127e-06
Adarrion,0,1.4362842049898485e-08
Adarrius,0,2.786391357680306e-07
Adarryl,0,1.666089677788224e-07
Adarryll,0,8.33044838894112e-08
Adarsh,0,1.554059509799016e-06
Adaryl,0,2.872568409979697e-08
Adaryll,0,1.2352044162912697e-07
Adasha,1,2.8438427258799e-07
Adashia,1,5.745136819959394e-08
Adasia,1,6.578181658853506e-07
Adason,0.5,2.872568409979697e-08
Adassa,1,9.76673259393097e-08
Adasyn,1,5.199348822063252e-07
Adasynn,1,1.4362842049898485e-08
Adau,1,1.7235410459878182e-08
Adaugo,1,1.4362842049898484e-07
Adaure,1,1.4362842049898485e-08
Adavia,1,1.4362842049898485e-08
Adavion,0,4.596109455967515e-08
Adaya,1,1.98781733970595e-06
Adayah,1,4.797189244666094e-07
Adayla,1,1.2926557844908635e-07
Adaysha,1,1.7522667300876151e-07
Adayshia,1,5.457879978961424e-08
Adaysia,1,6.319650501955333e-08
Adbeel,0,1.4362842049898485e-08
Adbiel,0,4.596109455967515e-08
Add,0,2.9300197781792907e-07
Adda,1,2.7174497158407933e-06
Addae,0,1.7235410459878182e-08
Addah,1,1.4362842049898485e-08
Addai,0,8.33044838894112e-08
Addalee,1,4.596109455967515e-07
Addaleigh,1,2.2693290438839603e-07
Addaley,1,1.1203016798920817e-07
Addalie,1,3.102373882778073e-07
Addalin,1,4.0215957739715756e-08
Addalina,1,1.4362842049898485e-08
Addaline,1,4.16522419447056e-07
Addallee,1,2.872568409979697e-08
Addaly,1,1.4362842049898485e-08
Addalyn,1,5.4550074105514446e-06
Addalyne,1,2.1257006233849757e-07
Addalynn,1,3.6912504068239102e-06
Addalynne,1,2.585311568981727e-07
Addam,0,2.08548466564526e-06
Addan,0,6.032393660957364e-08
Addasyn,1,3.2172766191772605e-07
Addelaide,1,3.734338932973606e-08
Addelin,1,6.319650501955333e-08
Addelina,1,7.181421024949242e-08
Addeline,1,9.709281225731375e-07
Addell,1,4.596109455967515e-08
Addelyn,1,5.024122149054489e-06
Addelyne,1,4.883366296965485e-08
Addelynn,1,1.6057657411786505e-06
Addelynne,1,9.19221891193503e-08
Adden,0,3.2747279873768543e-07
Adderly,0,3.1598252509776665e-08
Addeson,1,2.872568409979697e-08
Addesyn,1,5.170623137963454e-08
Addey,1,3.1598252509776665e-08
Addi,1,1.0283794907727315e-06
Addia,1,1.7235410459878182e-08
Addicus,0,9.479475752932999e-08
Addicyn,1,9.479475752932999e-08
Addie,0.9839031498710907,0.00012813091392714437
Addiel,0,2.4129574643829455e-07
Addielynn,1,6.606907342953302e-08
Addiemae,1,3.1598252509776665e-08
Addieson,1,1.4362842049898485e-08
Addilee,1,4.395029667268936e-07
Addileigh,1,1.1490273639918788e-07
Addiley,1,8.61770522993909e-08
Addiline,1,7.468677865947211e-08
Addilyn,0.9990803752069156,1.561815444505961e-05
Addilyna,1,1.4362842049898485e-08
Addilyne,1,1.5799126254888333e-07
Addilynn,1,7.0751359937799935e-06
Addilynne,1,2.757665673580509e-07
Addine,1,6.319650501955333e-08
Addington,0.5555555555555556,5.170623137963454e-08
Addis,0.27992633517495397,1.5598046466189753e-06
Addisan,1,4.596109455967515e-08
Addisen,0.9946140035906643,3.200041208717382e-06
Addisin,1,8.61770522993909e-08
Addison,0.9009530899813104,0.0003704148238984719
Addisson,1,2.614037253081524e-07
Addiston,1,1.4362842049898485e-08
Addisun,1,4.596109455967515e-08
Addisyn,1,2.3379834288824753e-05
Addisynn,1,4.854640612865687e-07
Addix,0,2.872568409979697e-08
Addle,1,1.4362842049898485e-08
Addlee,1,6.319650501955333e-08
Addleigh,1,2.2980547279837574e-08
Addley,1,4.797189244666094e-07
Addlie,1,1.7235410459878182e-08
Addlyn,1,6.032393660957364e-08
Addlynn,1,6.032393660957364e-08
Addonis,0,1.4362842049898485e-08
Addriana,1,1.4362842049898485e-08
Addrianna,1,4.596109455967515e-08
Addrienne,1,4.308852614969545e-08
Addsion,1,1.4362842049898485e-08
Addy,0.9814814814814815,3.4126112710558797e-06
Addylan,1,2.872568409979697e-08
Addylen,1,1.7235410459878182e-08
Addylin,1,2.4129574643829455e-07
Addyline,1,6.319650501955333e-08
Addylyn,1,1.1490273639918788e-07
Addylynn,1,1.8958951505865998e-07
Addysan,1,1.3501071526904574e-07
Addysen,1,2.9702357359190063e-06
Addysin,1,3.2172766191772605e-07
Addysn,1,1.7235410459878182e-08
Addyson,0.9977544910179641,4.221526535306162e-05
Addysun,1,3.734338932973606e-08
Addysyn,1,3.418356407875839e-07
Ade,0.03678929765886288,8.588979545839293e-07
Adea,1,3.0736481986782753e-07
Adean,0.8017241379310345,3.332179355576448e-07
Adeana,1,5.371702926662033e-07
Adeanna,1,1.4362842049898485e-08
Adebayo,0,3.590710512474621e-07
Adebisi,1,2.872568409979697e-08
Adebola,0.8181818181818182,1.5799126254888333e-07
Adebowale,0,5.457879978961424e-08
Adecyn,1,4.883366296965485e-08
Adedamola,0,3.619436196574418e-07
Adedayo,0,1.4362842049898484e-07
Adedeji,0,1.3788328367902546e-07
Adedotun,0,1.4362842049898485e-08
Adedoyin,0.7727272727272727,6.319650501955333e-08
Adee,1,1.7235410459878182e-08
Adeeb,0,6.836712815751678e-07
Adeeba,1,6.032393660957364e-08
Adeel,0,8.90496207093706e-07
Adeem,0,1.4362842049898485e-08
Adeen,0,1.4362842049898485e-08
Adeena,1,1.071468016922427e-06
Adefolarin,0,3.4470820919756364e-08
Adein,0,1.2064787321914727e-07
Adeja,1,3.533259144275027e-07
Adejah,1,8.61770522993909e-08
Adekemi,1,1.4362842049898485e-08
Adekunle,0,1.9820722028859908e-07
Adel,0.5162936788378485,7.3164317402182875e-06
Adela,1,3.57807121147071e-05
Adelade,1,1.4937355731894423e-07
Adelae,1,4.596109455967515e-07
Adelah,1,1.4362842049898485e-08
Adelai,1,5.228074506163048e-07
Adelaid,1,1.4362842049898485e-08
Adelaida,1,7.652522244185913e-06
Adelaide,1,7.473561232244177e-05
Adelaido,0,6.34837618605513e-07
Adelaina,1,4.596109455967515e-08
Adelaine,1,1.0599777432825082e-06
Adelais,1,4.596109455967515e-08
Adelane,1,1.4362842049898485e-08
Adelard,0,1.4018133840700921e-06
Adelay,1,1.2352044162912697e-07
Adelaya,1,2.872568409979697e-08
Adelayda,1,9.19221891193503e-08
Adelayde,1,1.666089677788224e-07
Adelayne,1,1.7235410459878182e-08
Adelbert,0,6.816604836881821e-06
Adele,0.9997223133819706,0.00011379105242452573
Adelea,1,1.7235410459878182e-08
Adelean,1,1.4362842049898485e-08
Adelee,1,2.2693290438839603e-07
Adeleen,1,1.4362842049898485e-08
Adelei,1,2.9300197781792907e-07
Adeleigh,1,3.619436196574418e-07
Adeleine,1,7.411226497747617e-07
Adeleke,0,1.4362842049898485e-08
Adelen,1,2.0107978869857878e-08
Adelena,1,7.095243972649851e-07
Adelene,1,3.231639461227159e-06
Adeley,1,7.468677865947211e-08
Adelfa,1,9.910361014429954e-07
Adelfina,1,1.7235410459878182e-08
Adelfo,0,1.809718098287209e-07
Adelheid,1,3.447082091975636e-07
Adeli,1,1.809718098287209e-07
Adelia,1,1.4469127081067733e-05
Adeliah,1,4.0215957739715756e-08
Adelice,1,1.4362842049898485e-08
Adelicia,1,1.4075585208900515e-07
Adelie,1,1.278292942440965e-06
Adelilah,1,1.4362842049898485e-08
Adelin,1,1.2237141426513508e-06
Adelina,1,3.1144386700999874e-05
Adelinah,1,3.1598252509776665e-08
Adelind,1,1.3788328367902546e-07
Adeline,0.9995290025723705,0.0001585715213676992
Adelinn,1,5.457879978961424e-08
Adelinne,1,9.76673259393097e-08
Adelino,0,1.666089677788224e-07
Adelis,1,2.1257006233849757e-07
Adelisa,1,4.45248103546853e-07
Adelise,1,4.825914928765891e-07
Adelita,1,4.811552086715992e-06
Adeliz,1,2.527860200782133e-07
Adeliza,1,1.4362842049898485e-08
Adell,0.8545883005267535,2.0722708509593533e-05
Adella,1,1.5600919034599734e-05
Adelle,1,1.4828198132315196e-05
Adellia,1,1.4362842049898485e-08
Adelline,1,3.734338932973606e-08
Adellyn,1,2.0682492551853816e-07
Adellynn,1,1.7235410459878182e-08
Adelma,1,3.2460023032770574e-07
Adelmira,1,7.468677865947211e-08
Adelmo,0,3.734338932973606e-08
Adelore,0,1.4362842049898485e-08
Adelphia,1,3.1598252509776665e-08
Adely,1,3.877967353472591e-07
Adelya,1,1.4362842049898485e-08
Adelyn,0.999586178357128,4.1649369376295623e-05
Adelyna,1,2.786391357680306e-07
Adelynd,1,1.7235410459878182e-08
Adelyne,1,2.1257006233849757e-06
Adelynn,1,2.3313765215395218e-05
Adelynna,1,1.4362842049898485e-08
Adelynne,1,1.677579951428143e-06
Adelys,1,1.4362842049898485e-08
Adem,0,2.616909821491504e-06
Ademar,0,1.7235410459878182e-08
Ademide,0.22580645161290322,1.780992414187412e-07
Ademir,0,6.606907342953302e-08
Ademola,0,4.0215957739715755e-07
Aden,0.02891418025223008,5.603231940506396e-05
Adena,1,4.811552086715992e-06
Adene,1,1.2639301003910666e-07
Adenike,1,6.319650501955333e-07
Adeniyi,0,5.745136819959394e-08
Adenn,0,3.4470820919756364e-08
Adeola,0.9201030927835051,1.1145565430721224e-06
Adeolu,0,6.606907342953302e-08
Adeoluwa,0,1.924620834686397e-07
Adeon,0,1.7235410459878182e-08
Ader,1,6.693084395252694e-07
Adera,1,2.872568409979697e-08
Aderemi,0,1.7235410459878182e-08
Aderinsola,1,1.2064787321914727e-07
Adero,1,1.4362842049898485e-08
Aderonke,1,6.606907342953302e-08
Aderyn,1,9.76673259393097e-08
Adesewa,1,6.032393660957364e-08
Adesh,0,6.606907342953302e-08
Adesha,1,1.4362842049898485e-08
Adesina,1,1.4362842049898485e-08
Adesire,1,3.734338932973606e-08
Adesola,1,7.468677865947211e-08
Adessa,1,1.051360038052569e-06
Adesuwa,1,3.332179355576448e-07
Adetayo,0,3.4470820919756364e-08
Adetokunbo,0.04854368932038835,2.9587454622790876e-07
Adetola,0,1.4362842049898485e-08
Adeva,1,1.4362842049898485e-08
Adewale,0,4.567383771867718e-07
Adey,1,2.0107978869857878e-08
Adeyemi,0,3.1310995668778697e-07
Adeyinka,0.5,2.872568409979697e-08
Adger,0,2.642762937181321e-07
Adgie,0.5833333333333334,3.4470820919756364e-08
Adham,0,2.0596315499554427e-06
Adhan,0,2.2980547279837574e-08
Adhara,1,1.1490273639918788e-07
Adharsh,0,4.596109455967515e-08
Adharv,0,4.308852614969545e-08
Adhav,0,1.1777530480916757e-07
Adheesh,0,1.4362842049898485e-08
Adhem,0,3.1598252509776665e-08
Adhemar,0,1.0341246275926908e-07
Adhira,1,3.705613248873809e-07
Adhiraj,0,5.170623137963454e-08
Adhithi,1,1.0628503116924878e-07
Adhithya,0,1.7235410459878182e-08
Adhitya,0,3.4470820919756364e-08
Adhley,1,2.0107978869857878e-08
Adhrit,0,6.951615552150867e-07
Adhrith,0,1.1203016798920817e-07
Adhvaith,0,1.1777530480916757e-07
Adhvay,0,1.4362842049898485e-08
Adhvik,0,6.750535763452288e-07
Adhvika,1,1.0915759957922848e-07
Adhya,1,8.646430914038887e-07
Adhyan,0,5.457879978961424e-08
Adi,0.5862068965517241,3.8320062589129155e-06
Adia,1,7.730081591255364e-06
Adiah,1,3.590710512474621e-07
Adiam,1,5.170623137963454e-08
Adian,0,2.984598577968905e-06
Adiana,1,8.61770522993909e-07
Adianey,1,4.308852614969545e-08
Adianez,1,1.666089677788224e-07
Adianna,1,6.290924817855536e-07
Adib,0,6.233473449655942e-07
Adiba,1,3.7917903011731995e-07
Adidas,0,4.596109455967515e-08
Adie,0.9069767441860465,4.940817665165079e-07
Adiel,0.05855338691159587,5.004014170184631e-06
Adiela,1,8.33044838894112e-08
Adiella,1,1.4075585208900515e-07
Adielle,1,4.308852614969545e-08
Adien,0,1.1691353428617366e-06
Adijah,1,1.7235410459878182e-08
Adika,0,3.734338932973606e-08
Adikus,0,1.4362842049898485e-08
Adil,0,3.5303865758650474e-06
Adila,1,1.3213814685906604e-07
Adilah,1,6.894164183951273e-08
Adilee,1,6.003667976857567e-07
Adileigh,1,1.0628503116924878e-07
Adilen,1,1.7522667300876151e-07
Adilena,1,9.19221891193503e-08
Adilene,0.998689138576779,1.5339515309291582e-05
Adileni,1,1.4937355731894423e-07
Adilenne,1,4.711012192366703e-07
Adileny,1,1.8958951505865998e-07
Adiley,1,4.883366296965485e-08
Adilia,1,7.181421024949242e-08
Adiline,1,8.90496207093706e-08
Adilson,0,1.809718098287209e-07
Adilyn,1,5.070083243614165e-06
Adilyne,1,1.4937355731894423e-07
Adilynn,1,5.742264251549414e-06
